"Burbank"
"Building Documents"
"Download generated on 08/17/2026"
"https://ccpa.burbankca.gov/PublicAccess/cq-search/index.html"

Street No,Street Direction,Street Name,Permit No,Permit Type,Date Issued
1524,N,CALIFORNIA ST,BS2407565,SINGLE-FAMILY REPAIR / MAINTENANCE,7/26/2024
745,,EVERGREEN ST,BS2407567,SINGLE-FAMILY REPAIR / MAINTENANCE,7/26/2024
211,N,BEACHWOOD DR,BS2407569,SINGLE-FAMILY REPAIR / MAINTENANCE,7/26/2024
1702,W,ALAMEDA AVE,BS2407574,ELECTRICAL,7/26/2024
1614,N,VALLEY ST,BS2407632,SINGLE-FAMILY REPAIR / MAINTENANCE,7/29/2024
3005,N,BUENA VISTA ST,BS2407648,SINGLE-FAMILY REPAIR / MAINTENANCE,7/29/2024
1217,N,CORDOVA ST,BS2407661,ELECTRICAL,7/29/2024
302,N,LIMA ST,BS2407673,PLUMBING,7/29/2024
628,N,VICTORY BLVD,BS2407674,ELECTRICAL,7/29/2024
404,N,LINCOLN ST,BS2407688,SINGLE-FAMILY REPAIR / MAINTENANCE,7/30/2024
1124,,CHURCHS CT,BS2405015,SINGLE-FAMILY REPAIR / MAINTENANCE,6/1/2024
2712,N,KEYSTONE ST,BS2405052,PLUMBING,6/4/2024
521,S,BEACHWOOD DR,BS2405104,SINGLE-FAMILY REPAIR / MAINTENANCE,6/4/2024
2418,N,SIXTH ST,BS2405105,SINGLE-FAMILY REPAIR / MAINTENANCE,6/4/2024
1438,N,LIMA ST,BS2405106,SINGLE-FAMILY REPAIR / MAINTENANCE,6/4/2024
544,N,BEACHWOOD DR,BS2405107,SINGLE-FAMILY REPAIR / MAINTENANCE,6/4/2024
918,N,MAPLE ST,BS2405131,SINGLE-FAMILY REPAIR / MAINTENANCE,6/5/2024
1015,N,CATALINA ST,BS2405159,SINGLE-FAMILY REPAIR / MAINTENANCE,6/5/2024
1110,N,MARIPOSA ST,BS2405168,MECHANICAL,6/5/2024
635,E,PROVIDENCIA AVE,BS2405184,SINGLE-FAMILY REPAIR / MAINTENANCE,6/16/2024
926,N,SCREENLAND DR,BS2405195,MULTI-FAMILY REPAIR AND MAINTENANCE,6/6/2024
439,N,NAOMI ST,BS2405197,PLUMBING,6/6/2024
2733,N,MYERS ST,BS2405225,SINGLE-FAMILY REPAIR / MAINTENANCE,6/6/2024
520,S,PARISH PL,BS2405227,SINGLE-FAMILY REPAIR / MAINTENANCE,6/7/2024
341,S,MARIPOSA ST,BS2405228,SINGLE-FAMILY REPAIR / MAINTENANCE,6/7/2024
223,S,MYERS ST,BS2405235,SINGLE-FAMILY REPAIR / MAINTENANCE,6/7/2024
1808,,PEPPER ST,BS2405244,SINGLE-FAMILY REPAIR / MAINTENANCE,6/7/2024
3100,,RIVERSIDE DR,BS2405317,MULTI-FAMILY REPAIR AND MAINTENANCE,6/10/2024
530,S,SPARKS ST,BS2405327,MECHANICAL,6/11/2024
1343,,WHITNALL HWY,BS2405329,PLUMBING,6/11/2024
245,S,LAMER ST,BS2405357,SINGLE-FAMILY REPAIR / MAINTENANCE,6/11/2024
838,N,ORCHARD DR,BS2405368,SINGLE-FAMILY REPAIR / MAINTENANCE,6/12/2024
902,E,OLIVE AVE,BS2405385,PLUMBING,6/12/2024
3218,W,VERDUGO AVE,BS2405413,MECHANICAL,6/13/2024
914,,GRINNELL DR,BS2405419,ELECTRICAL,6/13/2024
914,,GRINNELL DR,BS2405420,MECHANICAL,6/13/2024
465,E,SAN JOSE AVE,BS2405428,MULTI-FAMILY REPAIR AND MAINTENANCE,6/13/2024
2737,N,MYERS ST,BS2405469,SINGLE-FAMILY REPAIR / MAINTENANCE,6/13/2024
2221,,PEYTON AVE,BS2405472,SINGLE-FAMILY REPAIR / MAINTENANCE,6/14/2024
3200,,MONTEREY AVE,BS2405516,MULTI-FAMILY REPAIR AND MAINTENANCE,6/17/2024
731,,BETHANY RD,BS2405533,SINGLE-FAMILY REPAIR / MAINTENANCE,6/17/2024
606,E,ANGELENO AVE,BS2405547,MECHANICAL,6/17/2024
717,S,GRIFFITH PARK DR,BS2406235,SINGLE-FAMILY REPAIR / MAINTENANCE,6/18/2024
1421,W,ALAMEDA AVE,BS2406269,MULTI-FAMILY REPAIR AND MAINTENANCE,6/19/2024
4130,,TOLUCA LAKE AVE,BS2406274,SINGLE-FAMILY REPAIR / MAINTENANCE,6/19/2024
825,N,FREDERIC ST,BS2406311,SINGLE-FAMILY REPAIR / MAINTENANCE,6/20/2024
145,W,ASH AVE,BS2406335,MECHANICAL,6/20/2024
126,S,SPARKS ST,BS2406336,SINGLE-FAMILY REPAIR / MAINTENANCE,6/20/2024
126,S,SPARKS ST,BS2406337,SINGLE-FAMILY REPAIR / MAINTENANCE,6/20/2024
1063,E,ORANGE GROVE AVE,BS2406343,SINGLE-FAMILY REPAIR / MAINTENANCE,6/20/2024
2200,N,LAMER ST,BS2406355,SINGLE-FAMILY REPAIR / MAINTENANCE,6/21/2024
2126,N,LAMER ST,BS2406387,SINGLE-FAMILY REPAIR / MAINTENANCE,6/21/2024
1336,N,REESE PL,BS2406404,SINGLE-FAMILY REPAIR / MAINTENANCE,6/24/2024
1336,N,REESE PL,BS2406408,MECHANICAL,6/24/2024
711,N,BEL AIRE DR,BS2406426,MECHANICAL,6/24/2024
2301,,SCOTT RD,BS2406427,ELECTRICAL,6/24/2024
751,S,MARIPOSA ST,BS2406428,ELECTRICAL,6/24/2024
601,N,VALLEY ST,BS2406431,ELECTRICAL,6/24/2024
753,S,MARIPOSA ST,BS2406432,ELECTRICAL,6/24/2024
1239,N,VALLEY ST,BS2406447,SINGLE-FAMILY REPAIR / MAINTENANCE,6/24/2024
2137,,DYMOND ST,BS2406448,PLUMBING,6/24/2024
938,N,CATALINA ST,BS2406525,SINGLE-FAMILY REPAIR / MAINTENANCE,6/26/2024
1112,N,LAMER ST,BS2406526,SINGLE-FAMILY REPAIR / MAINTENANCE,6/26/2024
1336,N,LINCOLN ST,BS2406531,SINGLE-FAMILY REPAIR / MAINTENANCE,6/26/2024
901,,IRVING DR,BS2406538,ELECTRICAL,6/26/2024
901,,IRVING DR,BS2406540,PLUMBING,6/26/2024
411,N,CATALINA ST,BS2406549,ELECTRICAL,6/26/2024
411,N,CATALINA ST,BS2406551,MECHANICAL,6/26/2024
411,N,CATALINA ST,BS2406553,PLUMBING,6/26/2024
423,N,GLENWOOD PL,BS2406569,PLUMBING,6/27/2024
1012,,HAMLINE PL,BS2406580,SINGLE-FAMILY REPAIR / MAINTENANCE,6/27/2024
1901,,PEYTON AVE,BS2406581,ELECTRICAL,6/27/2024
1428,N,KENWOOD ST,BS2406615,SINGLE-FAMILY REPAIR / MAINTENANCE,6/28/2024
1105,N,CORDOVA ST,BS2406635,ELECTRICAL,7/1/2024
756,S,GRIFFITH PARK DR,BS2406643,SINGLE-FAMILY REPAIR / MAINTENANCE,6/29/2024
756,S,GRIFFITH PARK DR,BS2406644,ELECTRICAL,6/29/2024
1440,N,CATALINA ST,BS2406648,SINGLE-FAMILY REPAIR / MAINTENANCE,6/30/2024
1018,,BETHANY RD,BS2403911,PLUMBING,5/1/2024
621,,EVERGREEN ST,BS2403945,SINGLE-FAMILY REPAIR / MAINTENANCE,5/1/2024
1224,N,LINCOLN ST,BS2403946,SINGLE-FAMILY REPAIR / MAINTENANCE,5/3/2024
2412,N,SIXTH ST,BS2403961,MECHANICAL,5/2/2024
2045,N,LINCOLN ST,BS2403962,SINGLE-FAMILY REPAIR / MAINTENANCE,5/2/2024
1532,,EVERGREEN ST,BS2404006,SINGLE-FAMILY REPAIR / MAINTENANCE,5/3/2024
529,N,FREDERIC ST,BS2404021,SINGLE-FAMILY REPAIR / MAINTENANCE,5/3/2024
151,N,MAPLE ST,BS2404054,PLUMBING,5/6/2024
1326,N,FREDERIC ST,BS2404083,SINGLE-FAMILY REPAIR / MAINTENANCE,5/6/2024
220,N,CALIFORNIA ST,BS2404138,PLUMBING,5/7/2024
300,S,SUNSET CANYON DR,BS2404153,PLUMBING,5/8/2024
309,N,CALIFORNIA ST,BS2404166,SINGLE-FAMILY REPAIR / MAINTENANCE,5/8/2024
1327,N,BEACHWOOD DR,BS2404167,SINGLE-FAMILY REPAIR / MAINTENANCE,5/8/2024
725,,AMHERST DR,BS2404184,SINGLE-FAMILY REPAIR / MAINTENANCE,5/8/2024
2501,N,ONTARIO ST,BS2404203,ELECTRICAL,5/8/2024
701,N,BEL AIRE DR,BS2404208,ELECTRICAL,5/15/2024
701,N,BEL AIRE DR,BS2404211,ELECTRICAL,5/14/2024
701,N,BEL AIRE DR,BS2404213,SINGLE-FAMILY REPAIR / MAINTENANCE,5/9/2024
1708,N,HOLLYWOOD WAY,BS2404235,MULTI-FAMILY REPAIR AND MAINTENANCE,5/9/2024
1420,,BROADWAY,BS2404247,MULTI-FAMILY REPAIR AND MAINTENANCE,5/9/2024
633,N,NIAGARA ST,BS2404248,SINGLE-FAMILY REPAIR / MAINTENANCE,5/9/2024
1100,N,SUNSET CANYON DR,BS2404261,SINGLE-FAMILY REPAIR / MAINTENANCE,5/10/2024
1837,N,NAOMI ST,BS2404268,SINGLE-FAMILY REPAIR / MAINTENANCE,5/10/2024
1511,N,PASS AVE,BS2404269,SINGLE-FAMILY REPAIR / MAINTENANCE,5/10/2024
2257,N,FAIRVIEW ST,BS2404270,SINGLE-FAMILY REPAIR / MAINTENANCE,5/10/2024
1540,N,NIAGARA ST,BS2404271,SINGLE-FAMILY REPAIR / MAINTENANCE,5/10/2024
822,N,PASS AVE,BS2404272,SINGLE-FAMILY REPAIR / MAINTENANCE,5/10/2024
803,N,SPARKS ST,BS2404276,MECHANICAL,5/10/2024
1612,N,LINCOLN ST,BS2404279,SINGLE-FAMILY REPAIR / MAINTENANCE,5/10/2024
635,E,ELMWOOD AVE,BS2404301,MECHANICAL,5/13/2024
1741,,PEPPER ST,BS2404308,MECHANICAL,5/13/2024
3006,,SCOTT RD,BS2404331,SINGLE-FAMILY REPAIR / MAINTENANCE,5/14/2024
434,N,ONTARIO ST,BS2404510,PLUMBING,5/17/2024
620,N,FREDERIC ST,BS2404517,SINGLE-FAMILY REPAIR / MAINTENANCE,5/17/2024
718,E,OLIVE AVE,BS2404518,SINGLE-FAMILY REPAIR / MAINTENANCE,5/17/2024
331,,DELAWARE RD,BS2404519,MULTI-FAMILY REPAIR AND MAINTENANCE,5/17/2024
2221,W,OLIVE AVE,BS2404545,ELECTRICAL,5/17/2024
1020,N,CATALINA ST,BS2404548,ELECTRICAL,5/17/2024
531,S,NIAGARA ST,BS2404558,PLUMBING,5/20/2024
4011,,CHANDLER BLVD,BS2404592,SINGLE-FAMILY REPAIR / MAINTENANCE,5/20/2024
2221,W,OLIVE AVE,BS2404602,ELECTRICAL,5/20/2024
230,,BETHANY RD,BS2404615,PLUMBING,5/21/2024
2013,,RICHARD ST,BS2404650,ELECTRICAL,5/21/2024
900,,CORNELL DR,BS2404696,PLUMBING,5/22/2024
1336,N,REESE PL,BS2404737,SINGLE-FAMILY REPAIR / MAINTENANCE,5/23/2024
831,N,LAMER ST,BS2404814,PLUMBING,5/27/2024
948,,UNIVERSITY AVE,BS2404843,SINGLE-FAMILY REPAIR / MAINTENANCE,5/28/2024
930,N,BRIGHTON ST,BS2404845,PLUMBING,5/28/2024
1115,N,CORDOVA ST,BS2404856,PLUMBING,5/28/2024
1536,N,KEYSTONE ST,BS2404864,SINGLE-FAMILY REPAIR / MAINTENANCE,5/28/2024
3415,,CHANDLER BLVD,BS2404869,PLUMBING,5/28/2024
2227,N,PARISH PL,BS2404875,SINGLE-FAMILY REPAIR / MAINTENANCE,5/28/2024
536,N,BUENA VISTA ST,BS2404884,SINGLE-FAMILY REPAIR / MAINTENANCE,5/29/2024
1213,N,MYERS ST,BS2404911,SINGLE-FAMILY REPAIR / MAINTENANCE,5/29/2024
4151,,SARAH ST,BS2404934,PLUMBING,5/30/2024
4001,,ALLAN AVE,BS2404942,SINGLE-FAMILY REPAIR / MAINTENANCE,5/30/2024
1831,N,MAPLE ST,BS2404946,MECHANICAL,5/30/2024
537,N,GRIFFITH PARK DR,BS2404957,SINGLE-FAMILY REPAIR / MAINTENANCE,5/30/2024
542,N,BUENA VISTA ST,BS2404961,SINGLE-FAMILY REPAIR / MAINTENANCE,5/31/2024
544,N,BUENA VISTA ST,BS2404964,MULTI-FAMILY REPAIR AND MAINTENANCE,5/31/2024
2413,,JOLLEY DR,BS2404966,SINGLE-FAMILY REPAIR / MAINTENANCE,5/31/2024
1108,N,NAOMI ST,BS2403062,ELECTRICAL,4/8/2024
711,,WALNUT AVE,BS2403091,MECHANICAL,4/9/2024
819,,CORNELL DR,BS2403141,SINGLE-FAMILY REPAIR / MAINTENANCE,4/9/2024
433,N,BUENA VISTA ST,BS2403159,SINGLE-FAMILY REPAIR / MAINTENANCE,4/10/2024
1116,N,BEACHWOOD DR,BS2403267,PLUMBING,4/17/2024
2274,N,ONTARIO ST,BS2403308,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
715,N,ORCHARD DR,BS2403310,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
1632,N,NAOMI ST,BS2403311,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
1221,N,FREDERIC ST,BS2403321,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
740,N,LIMA ST,BS2403393,MECHANICAL,4/16/2024
1214,N,CATALINA ST,BS2403400,MECHANICAL,4/16/2024
631,N,MARIPOSA ST,BS2403401,MECHANICAL,4/16/2024
630,E,ORANGE GROVE AVE,BS2403436,PLUMBING,4/17/2024
1231,N,BEACHWOOD DR,BS2403481,SINGLE-FAMILY REPAIR / MAINTENANCE,4/18/2024
312,S,LOMITA ST,BS2403520,SINGLE-FAMILY REPAIR / MAINTENANCE,4/19/2024
1011,,DINCARA RD,BS2403551,MECHANICAL,4/21/2024
210,N,MYERS ST,BS2403585,ELECTRICAL,4/22/2024
210,N,MYERS ST,BS2403589,PLUMBING,4/22/2024
913,N,FREDERIC ST,BS2403617,PLUMBING,4/22/2024
2402,N,PARISH PL,BS2403682,ELECTRICAL,4/24/2024
3017,N,BUENA VISTA ST,BS2403689,PLUMBING,4/24/2024
1615,W,CLARK AVE,BS2403691,PLUMBING,4/24/2024
925,,GROTON DR,BS2403699,SINGLE-FAMILY REPAIR / MAINTENANCE,4/24/2024
1330,N,KEYSTONE ST,BS2403700,SINGLE-FAMILY REPAIR / MAINTENANCE,4/24/2024
1411,,CHANDLER BLVD,BS2403712,SINGLE-FAMILY REPAIR / MAINTENANCE,4/24/2024
1925,,RICHARD ST,BS2403715,SINGLE-FAMILY REPAIR / MAINTENANCE,4/24/2024
740,N,VALLEY ST,BS2403719,SINGLE-FAMILY REPAIR / MAINTENANCE,4/24/2024
716,N,PARISH PL,BS2403736,SINGLE-FAMILY REPAIR / MAINTENANCE,4/25/2024
637,,GROTON DR,BS2403737,SINGLE-FAMILY REPAIR / MAINTENANCE,4/25/2024
1517,,PEPPER ST,BS2403791,MECHANICAL,4/26/2024
621,,EVERGREEN ST,BS2403810,MECHANICAL,4/28/2024
353,W,ALAMEDA AVE,BS2403816,MULTI-FAMILY REPAIR AND MAINTENANCE,4/28/2024
924,,FORD ST,BS2403819,SINGLE-FAMILY REPAIR / MAINTENANCE,4/29/2024
731,E,OLIVE AVE,BS2403826,MECHANICAL,4/29/2024
2914,N,FREDERIC ST,BS2403855,SINGLE-FAMILY REPAIR / MAINTENANCE,4/29/2024
423,N,NIAGARA ST,BS2402813,SINGLE-FAMILY REPAIR / MAINTENANCE,6/3/2024
911,N,CORDOVA ST,BS2402814,SINGLE-FAMILY REPAIR / MAINTENANCE,4/1/2024
741,N,LAMER ST,BS2402815,SINGLE-FAMILY REPAIR / MAINTENANCE,4/1/2024
1021,N,MYERS ST,BS2402816,MECHANICAL,4/1/2024
1740,N,ROSE ST,BS2402845,PLUMBING,4/2/2024
304,S,VIRGINIA AVE,BS2402972,SINGLE-FAMILY REPAIR / MAINTENANCE,4/4/2024
3031,N,BUENA VISTA ST,BS2402975,SINGLE-FAMILY REPAIR / MAINTENANCE,4/4/2024
1809,N,PASS AVE,BS2403027,SINGLE-FAMILY REPAIR / MAINTENANCE,4/5/2024
3700,W,VICTORY BLVD,BS2403051,SINGLE-FAMILY REPAIR / MAINTENANCE,4/8/2024
1825,,CHURCH ST,BS2401807,SINGLE-FAMILY REPAIR / MAINTENANCE,3/2/2024
5108,,LEDGE AVE,BS2401842,MECHANICAL,3/4/2024
2101,,MONTEREY AVE,BS2401852,SINGLE-FAMILY REPAIR / MAINTENANCE,3/5/2024
1210,N,REESE PL,BS2401914,SINGLE-FAMILY REPAIR / MAINTENANCE,3/6/2024
430,N,GRIFFITH PARK DR,BS2401918,SINGLE-FAMILY REPAIR / MAINTENANCE,3/6/2024
631,,WALNUT AVE,BS2401937,PLUMBING,3/7/2024
2747,N,LINCOLN ST,BS2402024,MECHANICAL,3/9/2024
609,E,PALM AVE,BS2402053,MECHANICAL,3/11/2024
226,N,REESE PL,BS2402062,SINGLE-FAMILY REPAIR / MAINTENANCE,3/11/2024
905,S,LAKE ST,BS2402078,ELECTRICAL,3/11/2024
915,E,ANGELENO AVE,BS2402079,PLUMBING,3/12/2024
1609,,PEPPER ST,BS2402080,SINGLE-FAMILY REPAIR / MAINTENANCE,3/12/2024
639,,EVERGREEN ST,BS2402106,MECHANICAL,3/12/2024
831,N,CATALINA ST,BS2402141,PLUMBING,3/13/2024
1130,N,NIAGARA ST,BS2402142,SINGLE-FAMILY REPAIR / MAINTENANCE,3/12/2024
711,N,AVON ST,BS2402144,SINGLE-FAMILY REPAIR / MAINTENANCE,3/12/2024
1005,,COUNTRY CLUB DR,BS2402153,MECHANICAL,3/13/2024
837,,UCLAN DR,BS2402175,MECHANICAL,3/13/2024
610,S,SPARKS ST,BS2402197,SINGLE-FAMILY REPAIR / MAINTENANCE,3/13/2024
336,N,FREDERIC ST,BS2402212,MECHANICAL,3/14/2024
500,S,BUENA VISTA ST,BS2402217,ELECTRICAL,3/14/2024
500,S,BUENA VISTA ST,BS2402246,ELECTRICAL,3/15/2024
850,N,NAOMI ST,BS2402255,MECHANICAL,3/15/2024
1114,N,ORCHARD DR,BS2402274,ELECTRICAL,3/20/2024
1311,,OAK ST,BS2402291,SINGLE-FAMILY REPAIR / MAINTENANCE,3/15/2024
805,E,ANGELENO AVE,BS2402323,PLUMBING,3/18/2024
527,N,BEACHWOOD DR,BS2402331,SINGLE-FAMILY REPAIR / MAINTENANCE,3/18/2024
435,N,LINCOLN ST,BS2402335,SINGLE-FAMILY REPAIR / MAINTENANCE,3/18/2024
1501,,RIVERSIDE DR,BS2402383,SINGLE-FAMILY REPAIR / MAINTENANCE,3/19/2024
532,,GROTON DR,BS2402387,SINGLE-FAMILY REPAIR / MAINTENANCE,3/19/2024
1809,,PEYTON AVE,BS2402406,PLUMBING,3/19/2024
810,,VICTORIA PL,BS2402433,MECHANICAL,3/20/2024
2616,N,KEYSTONE ST,BS2402438,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2024
433,,RIVERSIDE DR,BS2402454,MULTI-FAMILY REPAIR AND MAINTENANCE,3/20/2024
914,,CLYBOURN AVE,BS2402464,SINGLE-FAMILY REPAIR / MAINTENANCE,3/21/2024
331,,CORNELL DR,BS2402510,MULTI-FAMILY REPAIR AND MAINTENANCE,3/21/2024
1844,,AYERS WAY,BS2402563,SINGLE-FAMILY REPAIR / MAINTENANCE,3/23/2024
1806,W,VICTORY BLVD,BS2402638,MECHANICAL,3/26/2024
509,N,NAOMI ST,BS2402661,SINGLE-FAMILY REPAIR / MAINTENANCE,3/26/2024
807,,STEPHEN RD,BS2402686,SINGLE-FAMILY REPAIR / MAINTENANCE,3/27/2024
346,N,AVON ST,BS2402722,SINGLE-FAMILY REPAIR / MAINTENANCE,3/28/2024
1953,N,NIAGARA ST,BS2402740,SINGLE-FAMILY REPAIR / MAINTENANCE,3/28/2024
231,S,BEACHWOOD DR,BS2402764,PLUMBING,3/29/2024
133,N,KENWOOD ST,BS2402786,MULTI-FAMILY REPAIR AND MAINTENANCE,3/29/2024
1828,N,ROSE ST,BS2403053,SINGLE-FAMILY REPAIR / MAINTENANCE,4/8/2024
625,N,SCREENLAND DR,BS2404405,SINGLE-FAMILY REPAIR / MAINTENANCE,5/14/2024
214,,WHITNALL HWY,BS2400896,ELECTRICAL,2/1/2024
500,N,CALIFORNIA ST,BS2400981,SINGLE-FAMILY REPAIR / MAINTENANCE,8/21/2024
825,,UCLAN DR,BS2401004,PLUMBING,2/5/2024
1931,N,PASS AVE,BS2401065,MECHANICAL,2/7/2024
1322,N,ONTARIO ST,BS2401076,SINGLE-FAMILY REPAIR / MAINTENANCE,2/7/2024
600,E,MAGNOLIA BLVD,BS2401106,PLUMBING,2/8/2024
801,N,ROSE ST,BS2401145,MECHANICAL,2/9/2024
733,E,OLIVE AVE,BS2401173,MECHANICAL,2/12/2024
434,S,GRIFFITH PARK DR,BS2401179,SINGLE-FAMILY REPAIR / MAINTENANCE,2/12/2024
1330,N,LIMA ST,BS2401231,PLUMBING,2/12/2024
1306,N,HOLLYWOOD WAY,BS2401238,PLUMBING,2/13/2024
412,S,CALIFORNIA ST,BS2401251,PLUMBING,2/13/2024
531,N,KEYSTONE ST,BS2401255,SINGLE-FAMILY REPAIR / MAINTENANCE,2/13/2024
1110,N,FREDERIC ST,BS2401376,PLUMBING,2/16/2024
2243,N,CATALINA ST,BS2401384,MULTI-FAMILY REPAIR AND MAINTENANCE,2/16/2024
1105,N,CORDOVA ST,BS2401397,SINGLE-FAMILY REPAIR / MAINTENANCE,3/5/2024
433,N,KEYSTONE ST,BS2401412,MECHANICAL,2/19/2024
714,E,MAGNOLIA BLVD,BS2401456,SINGLE-FAMILY REPAIR / MAINTENANCE,2/20/2024
244,N,CALIFORNIA ST,BS2401471,SINGLE-FAMILY REPAIR / MAINTENANCE,2/21/2024
641,N,CALIFORNIA ST,BS2401539,SINGLE-FAMILY REPAIR / MAINTENANCE,2/22/2024
1237,N,SPARKS ST,BS2401540,SINGLE-FAMILY REPAIR / MAINTENANCE,2/22/2024
370,W,ALAMEDA AVE,BS2401545,MULTI-FAMILY REPAIR AND MAINTENANCE,2/22/2024
1110,N,GRIFFITH PARK DR,BS2401547,SINGLE-FAMILY REPAIR / MAINTENANCE,2/22/2024
1027,N,CORDOVA ST,BS2401550,SINGLE-FAMILY REPAIR / MAINTENANCE,2/22/2024
915,S,BEL AIRE DR,BS2401591,SINGLE-FAMILY REPAIR / MAINTENANCE,5/8/2024
412,S,CALIFORNIA ST,BS2401605,ELECTRICAL,2/23/2024
1114,N,FAIRVIEW ST,BS2401610,SINGLE-FAMILY REPAIR / MAINTENANCE,2/23/2024
711,N,SCREENLAND DR,BS2401613,ELECTRICAL,2/24/2024
3406,,WYOMING AVE,BS2401615,MECHANICAL,2/25/2024
833,E,ELMWOOD AVE,BS2401618,SINGLE-FAMILY REPAIR / MAINTENANCE,2/25/2024
145,S,SAN FERNANDO BLVD,BS2401622,MULTI-FAMILY REPAIR AND MAINTENANCE,2/26/2024
532,N,GRIFFITH PARK DR,BS2401628,SINGLE-FAMILY REPAIR / MAINTENANCE,2/26/2024
907,E,VALENCIA AVE,BS2401637,PLUMBING,2/26/2024
726,E,SAN JOSE AVE,BS2401670,MECHANICAL,3/5/2024
1730,N,PASS AVE,BS2401697,MECHANICAL,2/28/2024
4215,,TOLUCA LAKE AVE,BS2401733,SINGLE-FAMILY REPAIR / MAINTENANCE,2/28/2024
241,N,CORDOVA ST,BS2400134,PLUMBING,1/5/2024
606,N,FAIRVIEW ST,BS2400149,MULTI-FAMILY REPAIR AND MAINTENANCE,1/16/2024
824,N,FREDERIC ST,BS2400174,MECHANICAL,1/8/2024
1113,N,PARISH PL,BS2400176,SINGLE-FAMILY REPAIR / MAINTENANCE,1/8/2024
2521,N,KEYSTONE ST,BS2400204,MECHANICAL,1/9/2024
167,W,ELM CT,BS2400243,PLUMBING,1/10/2024
1317,W,VERDUGO AVE,BS2400245,SINGLE-FAMILY REPAIR / MAINTENANCE,1/10/2024
212,N,VALLEY ST,BS2400276,MULTI-FAMILY REPAIR AND MAINTENANCE,1/10/2024
1020,N,ORCHARD DR,BS2400350,SINGLE-FAMILY REPAIR / MAINTENANCE,1/15/2024
1436,N,HOLLYWOOD WAY,BS2400352,MECHANICAL,1/15/2024
636,,CAMBRIDGE DR,BS2400381,SINGLE-FAMILY REPAIR / MAINTENANCE,1/16/2024
338,S,BEACHWOOD DR,BS2400413,SINGLE-FAMILY REPAIR / MAINTENANCE,1/17/2024
1480,,COUNTRY CLUB DR,BS2400416,ELECTRICAL,1/17/2024
1241,N,CALIFORNIA ST,BS2400417,SINGLE-FAMILY REPAIR / MAINTENANCE,1/17/2024
1480,,COUNTRY CLUB DR,BS2400418,PLUMBING,1/17/2024
1031,E,MAGNOLIA BLVD,BS2400434,ELECTRICAL,1/18/2024
703,N,NAOMI ST,BS2400437,MECHANICAL,1/17/2024
541,,ROSEMARY LN,BS2400459,PLUMBING,1/17/2024
2815,,JOAQUIN DR,BS2400469,ELECTRICAL,1/17/2024
815,E,ANGELENO AVE,BS2400470,PLUMBING,1/25/2024
1432,N,CATALINA ST,BS2400490,SINGLE-FAMILY REPAIR / MAINTENANCE,1/18/2024
1312,N,KEYSTONE ST,BS2400504,SINGLE-FAMILY REPAIR / MAINTENANCE,1/18/2024
1706,,PARKSIDE AVE,BS2400524,MECHANICAL,1/19/2024
3901,,HEFFRON DR,BS2400542,SINGLE-FAMILY REPAIR / MAINTENANCE,1/19/2024
4244,,CLYBOURN AVE,BS2400644,SINGLE-FAMILY REPAIR / MAINTENANCE,1/23/2024
1924,N,KENNETH RD,BS2400669,MECHANICAL,1/24/2024
705,N,LAMER ST,BS2400683,SINGLE-FAMILY REPAIR / MAINTENANCE,1/24/2024
402,E,ELMWOOD AVE,BS2400727,MULTI-FAMILY REPAIR AND MAINTENANCE,1/26/2024
216,S,ROSE ST,BS2400743,SINGLE-FAMILY REPAIR / MAINTENANCE,1/27/2024
1805,N,NIAGARA ST,BS2400751,MECHANICAL,3/25/2024
227,N,CALIFORNIA ST,BS2400765,SINGLE-FAMILY REPAIR / MAINTENANCE,1/29/2024
2310,N,KEYSTONE ST,BS2400782,ELECTRICAL,1/29/2024
1810,,OAK ST,BS2400785,PLUMBING,1/29/2024
1822,N,FAIRVIEW ST,BS2400819,MECHANICAL,1/30/2024
438,S,GRIFFITH PARK DR,BS2400868,MECHANICAL,2/23/2024
2300,W,CLARK AVE,BS2412726,ELECTRICAL SERVICE,12/31/2024
2120,W,OLIVE AVE,BS2412717,ELECTRICAL,12/31/2024
2120,W,OLIVE AVE,BS2412718,PLUMBING,12/31/2024
3411,,VIEWCREST DR,BS2412716,ELECTRICAL SERVICE,12/31/2024
325,N,FIRST ST,BS2410869,PLUMBING,12/31/2024
325,N,FIRST ST,BS2410873,MECHANICAL,12/31/2024
1023,,HARVARD RD,BS2412711,SITEWORK,12/31/2024
1023,,HARVARD RD,BS2411704,SINGLE-FAMILY ADDITION / ALTERATION,12/31/2024
1056,E,ORANGE GROVE AVE,BS2412712,MECHANICAL,12/31/2024
4308,,ALLAN AVE,BS2412706,MECHANICAL,12/31/2024
3400,,RIVERSIDE DR,BS2409045,COMMERCIAL TENANT IMPROVEMENT,12/30/2024
3307,W,VERDUGO AVE,BS2412683,SINGLE-FAMILY REPAIR / MAINTENANCE,12/30/2024
602,N,BRIGHTON ST,BS2412676,SINGLE-FAMILY REPAIR / MAINTENANCE,12/30/2024
3500,W,OLIVE AVE,BS2412674,ELECTRICAL,12/30/2024
